{'GOS timestamp': '20240826T12:24:19.279742', 'GTR timestamp': 2150098824, 'Packet counter': 56395, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 4, 'Sensor 1': 1530079, 'Sensor 2': 1540239, 'Sensor 3': 1550032, 'Sensor 4': 1560201, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150352827, 'Packet counter': 56649, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150353827, 'Packet counter': 56650, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150354827, 'Packet counter': 56651, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150355827, 'Packet counter': 56652, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150358828, 'Packet counter': 56655, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 8, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150359828, 'Packet counter': 56656, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 8, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150360828, 'Packet counter': 56657, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 8, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150361828, 'Packet counter': 56658, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 8, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150362828, 'Packet counter': 56659, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 8, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150363828, 'Packet counter': 56660, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 8, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150364828, 'Packet counter': 56661, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 8, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.539951', 'GTR timestamp': 2150365828, 'Packet counter': 56662, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 8, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150368828, 'Packet counter': 56665, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 1, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150369828, 'Packet counter': 56666, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 1, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150370828, 'Packet counter': 56667, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 1, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150371828, 'Packet counter': 56668, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 1, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150372828, 'Packet counter': 56669, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 1, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150373828, 'Packet counter': 56670, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 1, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150374828, 'Packet counter': 56671, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 1, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150375828, 'Packet counter': 56672, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 1, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150378828, 'Packet counter': 56675, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 2, 'Sensors': 3, 'Sensor 1': 1530232, 'Sensor 2': 1550094, 'Sensor 3': 1570186, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150379828, 'Packet counter': 56676, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 2, 'Sensors': 3, 'Sensor 1': 1530232, 'Sensor 2': 1550093, 'Sensor 3': 1570187, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150380828, 'Packet counter': 56677, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 2, 'Sensors': 3, 'Sensor 1': 1530233, 'Sensor 2': 1550093, 'Sensor 3': 1570187, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150381828, 'Packet counter': 56678, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 2, 'Sensors': 3, 'Sensor 1': 1530233, 'Sensor 2': 1550093, 'Sensor 3': 1570187, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150382828, 'Packet counter': 56679, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 2, 'Sensors': 3, 'Sensor 1': 1530232, 'Sensor 2': 1550094, 'Sensor 3': 1570187, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150383828, 'Packet counter': 56680, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 2, 'Sensors': 3, 'Sensor 1': 1530232, 'Sensor 2': 1550093, 'Sensor 3': 1570187, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150384828, 'Packet counter': 56681, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 2, 'Sensors': 3, 'Sensor 1': 1530232, 'Sensor 2': 1550093, 'Sensor 3': 1570187, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150385828, 'Packet counter': 56682, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 2, 'Sensors': 3, 'Sensor 1': 1530232, 'Sensor 2': 1550093, 'Sensor 3': 1570187, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150388828, 'Packet counter': 56685, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 3, 'Sensors': 5, 'Sensor 1': 1530232, 'Sensor 2': 1540325, 'Sensor 3': 1550093, 'Sensor 4': 1560162, 'Sensor 5': 1570188, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150389828, 'Packet counter': 56686, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 3, 'Sensors': 2, 'Sensor 1': 1540326, 'Sensor 2': 1560162, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150390828, 'Packet counter': 56687, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 3, 'Sensors': 2, 'Sensor 1': 1540326, 'Sensor 2': 1560162, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150391828, 'Packet counter': 56688, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 3, 'Sensors': 2, 'Sensor 1': 1540326, 'Sensor 2': 1560162, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150392828, 'Packet counter': 56689, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 3, 'Sensors': 2, 'Sensor 1': 1540326, 'Sensor 2': 1560162, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150393828, 'Packet counter': 56690, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 3, 'Sensors': 2, 'Sensor 1': 1540326, 'Sensor 2': 1560162, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150394828, 'Packet counter': 56691, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 3, 'Sensors': 2, 'Sensor 1': 1540326, 'Sensor 2': 1560162, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150395828, 'Packet counter': 56692, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 3, 'Sensors': 2, 'Sensor 1': 1540326, 'Sensor 2': 1560162, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150398828, 'Packet counter': 56695, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 4, 'Sensors': 2, 'Sensor 1': 1540326, 'Sensor 2': 1560162, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150399828, 'Packet counter': 56696, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 4, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150400828, 'Packet counter': 56697, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 4, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150401828, 'Packet counter': 56698, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 4, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150402828, 'Packet counter': 56699, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 4, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150403828, 'Packet counter': 56700, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 4, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150404828, 'Packet counter': 56701, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 4, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150405828, 'Packet counter': 56702, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 4, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150408828, 'Packet counter': 56705, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 5, 'Sensors': 1, 'Sensor 1': 1540229, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150409828, 'Packet counter': 56706, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 5, 'Sensors': 2, 'Sensor 1': 1540231, 'Sensor 2': 1560194, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150410828, 'Packet counter': 56707, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 5, 'Sensors': 2, 'Sensor 1': 1540231, 'Sensor 2': 1560193, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150411828, 'Packet counter': 56708, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 5, 'Sensors': 2, 'Sensor 1': 1540231, 'Sensor 2': 1560193, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150412828, 'Packet counter': 56709, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 5, 'Sensors': 2, 'Sensor 1': 1540231, 'Sensor 2': 1560194, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150413828, 'Packet counter': 56710, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 5, 'Sensors': 2, 'Sensor 1': 1540231, 'Sensor 2': 1560193, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150414828, 'Packet counter': 56711, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 5, 'Sensors': 2, 'Sensor 1': 1540231, 'Sensor 2': 1560193, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150415828, 'Packet counter': 56712, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 5, 'Sensors': 2, 'Sensor 1': 1540231, 'Sensor 2': 1560193, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150418828, 'Packet counter': 56715, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 4, 'Sensor 1': 1530065, 'Sensor 2': 1540230, 'Sensor 3': 1550023, 'Sensor 4': 1560193, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150419828, 'Packet counter': 56716, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 2, 'Sensor 1': 1530064, 'Sensor 2': 1550023, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150420828, 'Packet counter': 56717, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 2, 'Sensor 1': 1530064, 'Sensor 2': 1550023, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150421828, 'Packet counter': 56718, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 2, 'Sensor 1': 1530064, 'Sensor 2': 1550023, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150422828, 'Packet counter': 56719, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 2, 'Sensor 1': 1530064, 'Sensor 2': 1550023, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150423828, 'Packet counter': 56720, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 2, 'Sensor 1': 1530064, 'Sensor 2': 1550023, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150424829, 'Packet counter': 56721, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 2, 'Sensor 1': 1530064, 'Sensor 2': 1550023, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150425828, 'Packet counter': 56722, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 6, 'Sensors': 2, 'Sensor 1': 1530064, 'Sensor 2': 1550023, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150428829, 'Packet counter': 56725, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 2, 'Sensor 1': 1530063, 'Sensor 2': 1550023, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150429829, 'Packet counter': 56726, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150430829, 'Packet counter': 56727, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150431829, 'Packet counter': 56728, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150432829, 'Packet counter': 56729, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150433829, 'Packet counter': 56730, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150434829, 'Packet counter': 56731, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
{'GOS timestamp': '20240826T12:24:19.666313', 'GTR timestamp': 2150435829, 'Packet counter': 56732, 'Gator index': 449, 'Sync status': 1, 'TEC status': 1, 'Channel': 7, 'Sensors': 0, 'Sensor 1': 0, 'Sensor 2': 0, 'Sensor 3': 0, 'Sensor 4': 0, 'Sensor 5': 0, 'Sensor 6': 0, 'Sensor 7': 0, 'Sensor 8': 0}
